source,model,model_type,init_date,target_month,lead_months,nino34_anom,tropical_mean_anom,roni_anom,member_id,temporal_resolution,anomaly_base_period
C3S,ECMWF,dynamical,2026-06-01,2026-06,0,1.6359,0.6368,0.9991,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-07,1,2.2765,0.7475,1.529,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-08,2,2.8889,0.8882,2.0007,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-09,3,3.3383,0.97,2.3683,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-10,4,3.6685,1.0567,2.6117,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-11,5,3.9017,1.1904,2.7113,ens_000,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-06,0,1.6498,0.6413,1.0085,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-07,1,2.213,0.7437,1.4693,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-08,2,2.7942,0.8447,1.9495,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-09,3,2.7,0.8901,1.8099,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-10,4,2.968,0.9383,2.0297,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-11,5,3.4579,1.0281,2.4298,ens_001,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-06,0,1.6635,0.6346,1.0289,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-07,1,2.2829,0.7514,1.5314,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-08,2,2.8284,0.795,2.0334,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-09,3,3.281,0.8828,2.3981,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-10,4,3.5589,0.9521,2.6068,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-11,5,3.9079,1.0273,2.8805,ens_002,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-06,0,1.6359,0.6746,0.9613,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-07,1,2.2723,0.7792,1.4931,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-08,2,2.8342,0.8371,1.9971,ens_003,monthly,1993-2016
C3S,ECMWF,dynamical,2026-06-01,2026-09,3,3.1687,0.9199,2.2489,ens_003,monthly,1993-2016
